1713270665962 - react, rti_index: 1
1713270665962 - supply_from_location, rti_index: 1
1713270665962 - lookup, rti_index: 0
1713270665962 - supply_from_location, rti_index: 1
1713270665962 - supply_from_location, rti_index: 2
1713270665963 - react, rti_index: 3
1713270665963 - consume, rti_index: 4
1713270665963 - supply_from_location, rti_index: 1
1713270665963 - supply_constant, rti_index: 2
1713270665963 - react, rti_index: 7
1713270665963 - consume, rti_index: 8
1713270665963 - sink, rti_index: 9
1713270665963 - react, rti_index: 3
1713270665963 - consume, rti_index: 4
1713270665963 - supply_from_location, rti_index: 1
1713270665963 - consume, rti_index: 6
1713270665963 - supply_from_location, rti_index: 2
1713270665963 - react, rti_index: 8
1713270665964 - consume, rti_index: 9
1713270665964 - sink, rti_index: 10
1713270665964 - supply_from_location, rti_index: 1
1713270665964 - lookup, rti_index: 0
1713270665964 - supply_from_location, rti_index: 1
1713270665964 - supply_from_location, rti_index: 2
1713270665964 - react, rti_index: 3
1713270665964 - consume, rti_index: 4
1713270665964 - supply_from_location, rti_index: 1
1713270665964 - supply_constant, rti_index: 2
1713270665964 - react, rti_index: 7
1713270665965 - consume, rti_index: 8
1713270665965 - sink, rti_index: 9
1713270665965 - react, rti_index: 1
1713270665965 - supply_from_location, rti_index: 1
1713270665965 - lookup, rti_index: 0
1713270665965 - supply_from_location, rti_index: 1
1713270665965 - supply_from_location, rti_index: 2
1713270665965 - react, rti_index: 3
1713270665965 - consume, rti_index: 4
1713270665965 - supply_from_location, rti_index: 1
1713270665965 - supply_constant, rti_index: 2
1713270665965 - react, rti_index: 7
1713270665965 - consume, rti_index: 8
1713270665966 - sink, rti_index: 9
1713270665966 - react, rti_index: 3
1713270665966 - consume, rti_index: 4
1713270665966 - supply_from_location, rti_index: 1
1713270665966 - consume, rti_index: 6
1713270665966 - supply_from_location, rti_index: 2
1713270665966 - react, rti_index: 8
1713270665966 - consume, rti_index: 9
1713270665966 - sink, rti_index: 10
1713270665966 - supply_from_location, rti_index: 1
1713270665966 - lookup, rti_index: 0
1713270665966 - supply_from_location, rti_index: 1
1713270665967 - supply_from_location, rti_index: 2
1713270665967 - react, rti_index: 3
1713270665967 - consume, rti_index: 4
1713270665967 - supply_from_location, rti_index: 1
1713270665967 - supply_constant, rti_index: 2
1713270665967 - react, rti_index: 7
1713270665967 - consume, rti_index: 8
1713270665967 - sink, rti_index: 9
1713270665967 - react, rti_index: 1
1713270665967 - supply_from_location, rti_index: 1
1713270665967 - lookup, rti_index: 0
1713270665967 - supply_from_location, rti_index: 1
1713270665967 - supply_from_location, rti_index: 2
1713270665967 - react, rti_index: 3
1713270665967 - consume, rti_index: 4
1713270665968 - supply_from_location, rti_index: 1
1713270665968 - supply_constant, rti_index: 2
1713270665968 - react, rti_index: 7
1713270665968 - consume, rti_index: 8
1713270665968 - sink, rti_index: 9
1713270665968 - react, rti_index: 3
1713270665968 - consume, rti_index: 4
1713270665968 - supply_from_location, rti_index: 1
1713270665968 - consume, rti_index: 6
1713270665968 - supply_from_location, rti_index: 2
1713270665968 - react, rti_index: 8
1713270665968 - consume, rti_index: 9
1713270665968 - sink, rti_index: 10
1713270665968 - supply_from_location, rti_index: 1
1713270665968 - lookup, rti_index: 0
1713270665968 - supply_from_location, rti_index: 1
1713270665968 - supply_from_location, rti_index: 2
1713270665969 - react, rti_index: 3
1713270665969 - consume, rti_index: 4
1713270665969 - supply_from_location, rti_index: 1
1713270665969 - supply_constant, rti_index: 2
1713270665969 - react, rti_index: 7
1713270665969 - consume, rti_index: 8
1713270665969 - sink, rti_index: 9
1713270665969 - react, rti_index: 1
1713270665969 - supply_from_location, rti_index: 1
1713270665969 - lookup, rti_index: 0
1713270665969 - supply_from_location, rti_index: 1
1713270665969 - supply_from_location, rti_index: 2
1713270665969 - react, rti_index: 3
1713270665969 - consume, rti_index: 4
1713270665969 - supply_from_location, rti_index: 1
1713270665969 - supply_constant, rti_index: 2
1713270665969 - react, rti_index: 7
1713270665970 - consume, rti_index: 8
1713270665970 - sink, rti_index: 9
1713270665970 - react, rti_index: 3
1713270665970 - consume, rti_index: 4
1713270665970 - supply_from_location, rti_index: 1
1713270665971 - consume, rti_index: 6
1713270665971 - supply_from_location, rti_index: 2
1713270665971 - react, rti_index: 8
1713270665971 - consume, rti_index: 9
1713270665971 - sink, rti_index: 10
1713270665971 - supply_from_location, rti_index: 1
1713270665971 - lookup, rti_index: 0
1713270665972 - supply_from_location, rti_index: 1
1713270665972 - supply_from_location, rti_index: 2
1713270665972 - react, rti_index: 3
1713270665972 - consume, rti_index: 4
1713270665972 - supply_from_location, rti_index: 1
1713270665972 - supply_constant, rti_index: 2
1713270665972 - react, rti_index: 7
1713270665972 - consume, rti_index: 8
1713270665972 - sink, rti_index: 9
1713270665972 - react, rti_index: 1
1713270665972 - supply_from_location, rti_index: 1
1713270665972 - lookup, rti_index: 0
1713270665972 - supply_from_location, rti_index: 1
1713270665973 - supply_from_location, rti_index: 2
1713270665973 - react, rti_index: 3
1713270665973 - consume, rti_index: 4
1713270665973 - supply_from_location, rti_index: 1
1713270665973 - supply_constant, rti_index: 2
1713270665973 - react, rti_index: 7
1713270665973 - consume, rti_index: 8
1713270665973 - sink, rti_index: 9
1713270665973 - react, rti_index: 3
1713270665973 - consume, rti_index: 4
1713270665973 - supply_from_location, rti_index: 1
1713270665973 - consume, rti_index: 6
1713270665973 - supply_from_location, rti_index: 2
1713270665973 - react, rti_index: 8
1713270665973 - consume, rti_index: 9
1713270665973 - sink, rti_index: 10
1713270665974 - supply_from_location, rti_index: 1
1713270665974 - lookup, rti_index: 0
1713270665974 - supply_from_location, rti_index: 1
1713270665974 - supply_from_location, rti_index: 2
1713270665974 - react, rti_index: 3
1713270665974 - consume, rti_index: 4
1713270665974 - supply_from_location, rti_index: 1
1713270665974 - supply_constant, rti_index: 2
1713270665974 - react, rti_index: 7
1713270665974 - consume, rti_index: 8
1713270665974 - sink, rti_index: 9
1713270665975 - react, rti_index: 1
1713270665975 - supply_from_location, rti_index: 1
1713270665975 - lookup, rti_index: 0
1713270665975 - supply_from_location, rti_index: 1
1713270665975 - supply_from_location, rti_index: 2
1713270665975 - react, rti_index: 3
1713270665975 - consume, rti_index: 4
1713270665975 - supply_from_location, rti_index: 1
1713270665975 - supply_constant, rti_index: 2
1713270665975 - react, rti_index: 7
1713270665975 - consume, rti_index: 8
1713270665975 - sink, rti_index: 9
1713270665975 - react, rti_index: 3
1713270665975 - consume, rti_index: 4
1713270665976 - supply_from_location, rti_index: 1
1713270665976 - consume, rti_index: 6
1713270665976 - supply_from_location, rti_index: 2
1713270665976 - react, rti_index: 8
1713270665976 - consume, rti_index: 9
1713270665976 - sink, rti_index: 10
1713270665976 - supply_from_location, rti_index: 1
1713270665976 - lookup, rti_index: 0
1713270665976 - supply_from_location, rti_index: 1
1713270665976 - supply_from_location, rti_index: 2
1713270665976 - react, rti_index: 3
1713270665976 - consume, rti_index: 4
1713270665976 - supply_from_location, rti_index: 1
1713270665977 - supply_constant, rti_index: 2
1713270665977 - react, rti_index: 7
1713270665977 - consume, rti_index: 8
1713270665977 - sink, rti_index: 9
1713270665977 - react, rti_index: 1
1713270665977 - supply_from_location, rti_index: 1
1713270665977 - lookup, rti_index: 0
1713270665977 - supply_from_location, rti_index: 1
1713270665977 - supply_from_location, rti_index: 2
1713270665977 - react, rti_index: 3
1713270665977 - consume, rti_index: 4
1713270665977 - supply_from_location, rti_index: 1
1713270665977 - supply_constant, rti_index: 2
1713270665977 - react, rti_index: 7
1713270665978 - consume, rti_index: 8
1713270665978 - sink, rti_index: 9
1713270665978 - react, rti_index: 3
1713270665978 - consume, rti_index: 4
1713270665978 - supply_from_location, rti_index: 1
1713270665978 - consume, rti_index: 6
1713270665978 - supply_from_location, rti_index: 2
1713270665978 - react, rti_index: 8
1713270665978 - consume, rti_index: 9
1713270665978 - sink, rti_index: 10
